"left sensor","right sensor","left ultrasound sensor","right ultrasound sensor","left motor","right motor"
"0.06","0.16","0.0","0.0","210","110"
"0.06","0.17","0.0","0.0","220","110"
"0.06","0.17","0.0","0.0","220","110"
"0.06","0.17","0.0","0.0","220","110"
"0.06","0.17","0.0","0.0","220","110"
"0.06","0.17","0.0","0.0","220","110"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.0","0.0","220","120"
"0.07","0.17","0.64","0.0","220","-500"
"0.07","0.17","0.64","0.0","220","-500"
"0.07","0.17","0.64","0.0","220","-500"
"0.07","0.17","0.64","0.0","220","-500"
"0.07","0.17","0.64","0.0","220","-500"
"0.08","0.17","0.675","0.0","220","-500"
"0.08","0.17","0.675","0.0","220","-500"
"0.08","0.17","0.7150000000000001","0.0","220","-500"
"0.08","0.17","0.75","0.0","220","-500"
"0.08","0.17","0.7150000000000001","0.0","220","-500"
"0.08","0.17","0.7150000000000001","0.0","220","-500"
"0.08","0.17","0.71","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.09","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.09","0.17","0.61","0.0","220","-500"
"0.09","0.17","0.61","0.0","220","-500"
"0.09","0.17","0.61","0.0","220","-500"
"0.09","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.61","0.0","220","-500"
"0.08","0.17","0.71","0.0","220","-500"
"0.08","0.17","0.71","0.0","220","-500"
"0.08","0.17","0.7150000000000001","0.0","220","-500"
"0.08","0.17","0.7150000000000001","0.0","220","-500"
"0.08","0.17","0.8","0.0","220","-500"
"0.08","0.17","0.685","0.0","220","-500"
"0.08","0.17","0.685","0.0","220","-500"
"0.07","0.16","0.685","0.0","210","-500"
"0.06","0.16","0.0","0.0","210","110"
"0.05","0.15","0.0","0.0","200","100"
"0.04","0.14","0.0","0.0","190","90"
"0.03","0.13","0.0","0.0","180","80"
"0.03","0.12","0.0","0.0","169","80"
"0.02","0.1","0.0","0.0","150","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.05","0.0","0.0","100","70"
"0.02","0.04","0.0","0.0","90","70"
"0.01","0.04","0.0","0.0","90","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.03","0.0","0.0","80","60"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.08","0.0","0.0","130","70"
"0.02","0.1","0.0","0.0","150","70"
"0.02","0.11","0.0","0.0","160","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.03","0.04","0.0","0.0","90","80"
"0.02","0.04","0.0","0.0","90","70"
"0.03","0.04","0.35","0.0","90","-500"
"0.03","0.05","0.265","0.0","100","-450"
"0.03","0.05","0.0","0.0","100","80"
"0.03","0.06","0.0","0.0","110","80"
"0.04","0.08","0.0","0.0","130","90"
"0.04","0.09","0.0","0.0","140","90"
"0.07","0.12","0.0","0.0","169","120"
"0.19","0.13","0.0","0.0","180","240"
"0.25","0.14","0.0","0.0","190","300"
"0.29","0.14","0.0","0.0","190","339"
"0.3","0.12","0.0","0.0","169","350"
"0.3","0.09","0.0","0.0","140","350"
"0.29","0.07","0.0","0.0","120","339"
"0.29","0.06","0.0","0.0","110","339"
"0.29","0.07","0.0","0.0","120","339"
"0.3","0.08","0.0","0.0","130","350"
"0.32","0.1","0.0","0.0","150","370"
"0.33","0.12","0.0","0.0","169","380"
"0.33","0.15","0.0","0.0","200","380"
"0.3","0.17","0.0","0.0","220","350"
"0.23","0.19","0.0","0.0","240","280"
"0.14","0.2","0.0","0.0","250","190"
"0.07","0.14","0.0","0.0","190","120"
"0.04","0.08","0.0","0.0","130","90"
"0.04","0.06","0.0","0.0","110","90"
"0.03","0.1","0.62","0.0","150","-500"
"0.04","0.12","0.615","0.0","169","-500"
"0.04","0.11","0.62","0.0","160","-500"
"0.04","0.09","0.64","0.0","140","-500"
"0.04","0.08","0.755","0.0","130","-500"
"0.04","0.07","0.7050000000000001","0.0","120","-500"
"0.04","0.07","0.71","0.0","120","-500"
"0.04","0.07","0.71","0.0","120","-500"
"0.04","0.07","0.0","0.0","120","90"
"0.03","0.08","0.0","0.0","130","80"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.1","0.0","0.0","150","70"
"0.01","0.1","0.0","0.0","150","60"
"0.01","0.1","0.0","0.0","150","60"
"0.0","0.1","0.0","0.0","150","50"
"0.01","0.09","0.0","0.0","140","60"
"0.0","0.09","0.0","0.0","140","50"
"0.0","0.09","0.0","0.0","140","50"
"0.0","0.09","0.0","0.0","140","50"
"0.0","0.1","0.0","0.0","150","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.1","0.0","0.0","150","50"
"0.0","0.1","0.0","0.0","150","50"
"0.01","0.1","0.0","0.0","150","60"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.12","0.0","0.0","169","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.12","0.0","0.0","169","50"
"0.0","0.12","0.0","0.0","169","50"
"0.01","0.11","0.0","0.0","160","60"
"0.0","0.12","0.0","0.0","169","50"
"0.01","0.12","0.0","0.0","169","60"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.12","0.0","0.0","169","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.11","0.0","0.0","160","50"
"0.01","0.12","0.0","0.0","169","60"
"0.03","0.12","0.0","0.0","169","80"
"0.03","0.12","0.0","0.0","169","80"
"0.02","0.02","0.0","0.0","70","70"
"0.03","0.0","0.0","0.0","50","80"
"0.02","0.0","0.5900000000000001","0.0","50","-500"
"0.02","0.0","0.5900000000000001","0.0","50","-500"
"0.02","0.01","0.0","0.0","60","70"
"0.02","0.01","0.0","0.0","60","70"
"0.02","0.0","0.0","0.0","50","70"
"0.03","0.0","0.0","0.0","50","80"
"0.02","0.0","0.745","0.0","50","-500"
"0.02","0.01","0.0","0.0","60","70"
"0.02","0.0","0.0","0.0","50","70"
"0.02","0.0","0.0","0.0","50","70"
"0.02","0.0","0.09499999999999997","0.0","50","-119"
"0.02","0.01","0.0","0.0","60","70"
"0.03","0.12","0.665","0.0","169","-500"
"0.04","0.12","0.755","0.85","-500","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.04","0.12","0.8","0.0","169","-500"
"0.05","0.12","0.77","0.85","-500","-500"
"0.04","0.12","0.8","0.5449999999999999","-500","-500"
"0.04","0.12","0.8","0.85","-500","-500"
"0.04","0.12","0.8","0.86","-500","-500"
"0.05","0.12","0.7050000000000001","0.78","-500","-500"
"0.03","0.11","0.53","0.0","160","-500"
"0.03","0.12","0.0","0.0","169","80"
"0.03","0.1","0.0","0.0","150","80"
"0.03","0.12","0.28500000000000003","0.345","-500","-490"
"0.02","0.04","0.0","0.0","90","70"
"0.01","0.03","0.0","0.0","80","60"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.03","0.07","0.0","0.0","120","80"
"0.03","0.15","0.0","0.0","200","80"
"0.03","0.16","0.0","0.0","210","80"
"0.05","0.18","0.0","0.0","229","100"
"0.06","0.18","0.0","0.0","229","110"
"0.07","0.18","0.685","0.0","229","-500"
"0.09","0.18","0.7050000000000001","0.0","229","-500"
"0.07","0.18","0.7050000000000001","0.0","229","-500"
"0.07","0.19","0.725","0.0","240","-500"
"0.07","0.19","0.7050000000000001","0.0","240","-500"
"0.08","0.19","0.725","0.0","240","-500"
"0.07","0.19","0.755","0.0","240","-500"
"0.08","0.19","0.7150000000000001","0.0","240","-500"
"0.07","0.19","0.75","0.0","240","-500"
"0.07","0.19","0.725","0.0","240","-500"
"0.06","0.19","0.685","0.0","240","-500"
"0.06","0.19","0.665","0.0","240","-500"
"0.06","0.19","0.685","0.0","240","-500"
"0.06","0.19","0.64","0.0","240","-500"
"0.06","0.19","0.685","0.0","240","-500"
"0.06","0.19","0.665","0.0","240","-500"
"0.06","0.19","0.64","0.0","240","-500"
"0.06","0.18","0.63","0.0","229","-500"
"0.05","0.19","0.675","0.0","240","-500"
"0.06","0.18","0.685","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.06","0.18","0.665","0.0","229","-500"
"0.06","0.18","0.675","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.665","0.0","229","-500"
"0.05","0.18","0.64","0.0","229","-500"
"0.05","0.18","0.64","0.0","229","-500"
"0.05","0.18","0.685","0.0","229","-500"
"0.05","0.18","0.62","0.0","229","-500"
"0.05","0.18","0.62","0.0","229","-500"
"0.04","0.18","0.43000000000000005","0.0","229","-500"
"0.03","0.17","0.0","0.0","220","80"
"0.02","0.05","0.0","0.0","100","70"
"0.02","0.03","0.0","0.0","80","70"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.15000000000000002","0.0","60","-240"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.7150000000000001","0.0","60","-500"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.01","0.0","0.0","60","60"
"0.01","0.02","0.0","0.0","70","60"
"0.01","0.04","0.0","0.0","90","60"
"0.02","0.05","0.0","0.0","100","70"
"0.02","0.08","0.0","0.0","130","70"
"0.02","0.1","0.0","0.0","150","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.11","0.0","0.0","160","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.1","0.0","0.0","150","70"
"0.02","0.07","0.0","0.0","120","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.11","0.0","0.0","160","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.07","0.0","0.0","120","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.05","0.0","0.0","100","70"
"0.02","0.05","0.0","0.0","100","70"
"0.02","0.06","0.0","0.0","110","70"
"0.02","0.09","0.0","0.0","140","70"
"0.02","0.11","0.0","0.0","160","70"
"0.02","0.13","0.0","0.0","180","70"
"0.02","0.16","0.0","0.0","210","70"
"0.02","0.16","0.0","0.0","210","70"
"0.03","0.16","0.0","0.0","210","80"
"0.03","0.16","0.0","0.0","210","80"
"0.03","0.15","0.0","0.0","200","80"
"0.05","0.16","0.0","0.0","210","100"
"0.07","0.16","0.0","0.0","210","120"
"0.08","0.15","0.0","0.0","200","130"
"0.08","0.14","0.0","0.0","190","130"
"0.1","0.13","0.0","0.0","180","150"
"0.14","0.09","0.0","0.0","140","190"
"0.16","0.07","0.0","0.0","120","210"
"0.17","0.05","0.0","0.0","100","220"
"0.19","0.04","0.0","0.0","90","240"
"0.19","0.04","0.0","0.0","90","240"
"0.19","0.03","0.0","0.0","80","240"
"0.19","0.04","0.0","0.0","90","240"
"0.18","0.05","0.0","0.0","100","229"
"0.16","0.07","0.0","0.0","120","210"
"0.12","0.12","0.0","0.0","169","169"
"0.1","0.15","0.0","0.0","200","150"
"0.07","0.17","0.0","0.0","220","120"
"0.06","0.18","0.0","0.0","229","110"
"0.04","0.17","0.0","0.0","220","90"
"0.03","0.15","0.0","0.0","200","80"
"0.03","0.12","0.0","0.0","169","80"
"0.03","0.12","0.0","0.0","169","80"
"0.03","0.12","0.0","0.0","169","80"
"0.03","0.12","0.0","0.0","169","80"
"0.02","0.12","0.0","0.0","169","70"
"0.01","0.11","0.0","0.0","160","60"
"0.01","0.1","0.0","0.0","150","60"
"0.01","0.1","0.0","0.0","150","60"
"0.0","0.1","0.0","0.0","150","50"
"0.0","0.11","0.0","0.0","160","50"
"0.0","0.12","0.0","0.0","169","50"
"0.0","0.12","0.0","0.0","169","50"
"0.0","0.11","0.0","0.0","160","50"
"0.01","0.11","0.0","0.0","160","60"
"0.06","0.09","0.0","0.0","140","110"
"0.18","0.08","0.0","0.0","130","229"
"0.17","0.1","0.0","0.0","150","220"
"0.12","0.12","0.0","0.0","169","169"
"0.07","0.1","0.0","0.0","150","120"
"0.03","0.09","0.0","0.0","140","80"
"0.03","0.08","0.0","0.0","130","80"
"0.03","0.11","0.0","0.0","160","80"
"0.02","0.14","0.0","0.0","190","70"
"0.02","0.12","0.0","0.0","169","70"
"0.02","0.15","0.0","0.0","200","70"
"0.02","0.22","0.0","0.0","270","70"
"0.04","0.32","0.0","0.0","370","90"
"0.06","0.35","0.0","0.0","399","110"
"0.08","0.4","0.0","0.0","450","130"
"0.08","0.41","0.0","0.0","459","130"
"0.05","0.38","0.0","0.0","430","100"
"0.04","0.36","0.0","0.0","410","90"
"0.04","0.39","0.0","0.0","440","90"
"0.03","0.39","0.0","0.0","440","80"
"0.03","0.38","0.0","0.0","430","80"
"0.03","0.37","0.0","0.0","420","80"
"0.03","0.37","0.0","0.0","420","80"
"0.03","0.36","0.0","0.0","410","80"
"0.03","0.36","0.0","0.0","410","80"
"0.03","0.36","0.0","0.0","410","80"
"0.03","0.35","0.0","0.0","399","80"
"0.03","0.35","0.0","0.0","399","80"
"0.03","0.35","0.0","0.0","399","80"
"0.02","0.34","0.0","0.0","390","70"
"0.03","0.35","0.0","0.0","399","80"
"0.03","0.36","0.0","0.0","410","80"
"0.03","0.36","0.0","0.0","410","80"
"0.03","0.36","0.0","0.0","410","80"
"0.02","0.37","0.0","0.0","420","70"
"0.03","0.37","0.0","0.0","420","80"
"0.03","0.37","0.0","0.0","420","80"
"0.03","0.37","0.0","0.0","420","80"
"0.02","0.37","0.0","0.0","420","70"
"0.03","0.38","0.0","0.0","430","80"
"0.03","0.39","0.0","0.0","440","80"
"0.03","0.39","0.0","0.0","440","80"
"0.03","0.4","0.0","0.0","450","80"
"0.03","0.41","0.0","0.0","459","80"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.43","0.0","0.0","480","80"
"0.04","0.43","0.0","0.0","480","90"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.44","0.0","0.0","490","80"
"0.04","0.43","0.0","0.0","480","90"
"0.04","0.43","0.0","0.0","480","90"
"0.03","0.43","0.0","0.0","480","80"
"0.04","0.43","0.0","0.0","480","90"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.43","0.0","0.0","480","80"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.42","0.0","0.0","470","80"
"0.04","0.42","0.0","0.0","470","90"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.42","0.0","0.0","470","80"
"0.03","0.41","0.0","0.0","459","80"
"0.03","0.41","0.0","0.0","459","80"
"0.03","0.41","0.0","0.0","459","80"
"0.03","0.42","0.0","0.0","470","80"
"0.07","0.48","0.0","0.0","530","120"
"0.17","0.49","0.0","0.0","540","220"
"0.22","0.43","0.0","0.0","480","270"
"0.33","0.33","0.0","0.0","380","380"
"0.4","0.23","0.0","0.0","280","450"
"0.43","0.15","0.0","0.0","200","480"
"0.45","0.12","0.0","0.0","169","500"
"0.47","0.12","0.0","0.0","169","520"
"0.48","0.12","0.0","0.0","169","530"
"0.49","0.12","0.0","0.0","169","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.14","0.0","0.0","190","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.13","0.0","0.0","180","540"
"0.49","0.14","0.0","0.0","190","540"
"0.49","0.14","0.0","0.0","190","540"
"0.48","0.15","0.0","0.0","200","530"
"0.48","0.15","0.0","0.0","200","530"
"0.48","0.15","0.0","0.0","200","530"
"0.48","0.15","0.0","0.0","200","530"
"0.47","0.15","0.0","0.0","200","520"
"0.47","0.15","0.0","0.0","200","520"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.14","0.0","0.0","190","500"
"0.45","0.14","0.0","0.0","190","500"
"0.45","0.14","0.0","0.0","190","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.46","0.15","0.0","0.0","200","510"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.16","0.0","0.0","210","500"
"0.45","0.15","0.0","0.0","200","500"
"0.45","0.15","0.0","0.0","200","500"
"0.44","0.15","0.0","0.0","200","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.44","0.16","0.0","0.0","210","490"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.43","0.16","0.0","0.0","210","480"
"0.42","0.16","0.0","0.0","210","470"
"0.42","0.17","0.0","0.0","220","470"
"0.42","0.17","0.0","0.0","220","470"
"0.42","0.17","0.0","0.0","220","470"
"0.42","0.17","0.0","0.0","220","470"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.17","0.0","0.0","220","459"
"0.41","0.18","0.0","0.0","229","459"
"0.4","0.18","0.0","0.0","229","450"
"0.4","0.18","0.0","0.0","229","450"
"0.4","0.18","0.0","0.0","229","450"
"0.4","0.18","0.0","0.0","229","450"
"0.39","0.19","0.0","0.0","240","440"
"0.38","0.19","0.0","0.0","240","430"
"0.36","0.22","0.0","0.0","270","410"
"0.31","0.28","0.0","0.0","330","360"
"0.25","0.33","0.0","0.0","380","300"
"0.22","0.39","0.0","0.0","440","270"
"0.19","0.47","0.0","0.0","520","240"
"0.14","0.48","0.0","0.0","530","190"
"0.1","0.46","0.0","0.0","510","150"
"0.06","0.42","0.0","0.0","470","110"
"0.05","0.33","0.0","0.0","380","100"
"0.05","0.27","0.0","0.0","320","100"
"0.04","0.21","0.0","0.0","260","90"
"0.04","0.19","0.0","0.0","240","90"
"0.04","0.15","0.0","0.0","200","90"
"0.04","0.08","0.0","0.0","130","90"
"0.04","0.04","0.0","0.0","90","90"
"0.04","0.03","0.0","0.0","80","90"
"0.03","0.03","0.0","0.0","80","80"
"0.03","0.02","0.0","0.0","70","80"
"0.03","0.02","0.0","0.0","70","80"
"0.03","0.02","0.0","0.0","70","80"
"0.03","0.02","0.0","0.0","70","80"
"0.03","0.02","0.0","0.0","70","80"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0050000000000000044","0.0","80","60"
